sensor_id,timestamp,temperature
226281,2023-02-20 10,23
24051,2023-02-20 10,34
25572,2023-02-20 10,29
23592,2023-02-20 10,34
37247,2023-02-20 10,20
25513,2023-02-20 10,34
23709,2023-02-20 10,34
225502,2023-02-20 10,35
225404,2023-02-20 10,30
225493,2023-02-20 10,35
226891,2023-02-20 10,29
23307,2023-02-20 10,34
29835,2023-02-20 10,34
46671,2023-02-20 10,34
23330,2023-02-20 10,34
54100,2023-02-20 10,35
25652,2023-02-20 10,34
23241,2023-02-20 10,34
226894,2023-02-20 10,34
23915,2023-02-20 10,22
230913,2023-02-20 10,34
49890,2023-02-20 10,26
230233,2023-02-20 10,35
228198,2023-02-20 10,17
49982,2023-02-20 10,32
226919,2023-02-20 10,34
23906,2023-02-20 10,35
29112,2023-02-20 10,34
25421,2023-02-20 10,34
226880,2023-02-20 10,34
228391,2023-02-20 10,21
57322,2023-02-20 10,35
226911,2023-02-20 10,30
48386,2023-02-20 10,36
233740,2023-02-20 10,35
226885,2023-02-20 10,34
49807,2023-02-20 10,13
54112,2023-02-20 10,34
225584,2023-02-20 10,34
226346,2023-02-20 11,35
48386,2023-02-20 11,36
230913,2023-02-20 11,34
230233,2023-02-20 11,35
57322,2023-02-20 11,34
23301,2023-02-20 11,35
23288,2023-02-20 11,33
228432,2023-02-20 11,35
24208,2023-02-20 11,31
23906,2023-02-20 11,35
234128,2023-02-20 11,16
231135,2023-02-20 11,35
54100,2023-02-20 11,35
233740,2023-02-20 11,35
49890,2023-02-20 11,26
25652,2023-02-20 11,34
25421,2023-02-20 11,34
49929,2023-02-20 11,35
23709,2023-02-20 11,34
228198,2023-02-20 11,16
23517,2023-02-20 11,34
226885,2023-02-20 11,34
29112,2023-02-20 11,34
24441,2023-02-20 11,34
49807,2023-02-20 11,14
234027,2023-02-20 11,33
229451,2023-02-20 11,34
226891,2023-02-20 11,28
24093,2023-02-20 11,28
23265,2023-02-20 11,35
23241,2023-02-20 11,34
226892,2023-02-20 11,34
226880,2023-02-20 11,34
23330,2023-02-20 11,34
228391,2023-02-20 11,21
37600,2023-02-20 11,34
27056,2023-02-20 11,34
54200,2023-02-20 11,34
225502,2023-02-20 11,35
37247,2023-02-20 11,20
225500,2023-02-20 11,35
29835,2023-02-20 11,34
225493,2023-02-20 11,34
26788,2023-02-20 11,9
25513,2023-02-20 11,34
226281,2023-02-20 11,22
226911,2023-02-20 11,31
23269,2023-02-20 11,34
50388,2023-02-20 11,17
24256,2023-02-20 11,17
25572,2023-02-20 11,28
46671,2023-02-20 11,34
23592,2023-02-20 11,34
24051,2023-02-20 11,34
226919,2023-02-20 11,34
23915,2023-02-20 11,21
225404,2023-02-20 11,29
23307,2023-02-20 11,34
49982,2023-02-20 11,32
32973,2023-02-20 11,17
229470,2023-02-20 11,31
230297,2023-02-20 11,34
225584,2023-02-20 11,34
54464,2023-02-20 11,35
55859,2023-02-20 11,14
54112,2023-02-20 11,34
226894,2023-02-20 11,34
24051,2023-02-20 12,33
29835,2023-02-20 12,34
25513,2023-02-20 12,34
228391,2023-02-20 12,21
54112,2023-02-20 12,34
27056,2023-02-20 12,34
23288,2023-02-20 12,33
226919,2023-02-20 12,34
233740,2023-02-20 12,34
225493,2023-02-20 12,34
226911,2023-02-20 12,29
229451,2023-02-20 12,34
23709,2023-02-20 12,34
226281,2023-02-20 12,23
23301,2023-02-20 12,35
55859,2023-02-20 12,15
46671,2023-02-20 12,34
49929,2023-02-20 12,35
23915,2023-02-20 12,20
24093,2023-02-20 12,26
23592,2023-02-20 12,34
231135,2023-02-20 12,35
234128,2023-02-20 12,14
49890,2023-02-20 12,25
230913,2023-02-20 12,34
24441,2023-02-20 12,34
24208,2023-02-20 12,31
37247,2023-02-20 12,19
226880,2023-02-20 12,34
230297,2023-02-20 12,34
230233,2023-02-20 12,35
23307,2023-02-20 12,34
29112,2023-02-20 12,34
49982,2023-02-20 12,31
25652,2023-02-20 12,34
226891,2023-02-20 12,28
50388,2023-02-20 12,18
226346,2023-02-20 12,35
23241,2023-02-20 12,34
25421,2023-02-20 12,34
234027,2023-02-20 12,33
49807,2023-02-20 12,13
48386,2023-02-20 12,36
225584,2023-02-20 12,34
57322,2023-02-20 12,34
23906,2023-02-20 12,35
54100,2023-02-20 12,35
225404,2023-02-20 12,28
23517,2023-02-20 12,34
229470,2023-02-20 12,30
228432,2023-02-20 12,35
226885,2023-02-20 12,34
26788,2023-02-20 12,8
23269,2023-02-20 12,34
23330,2023-02-20 12,34
225500,2023-02-20 12,35
226894,2023-02-20 12,34
37600,2023-02-20 12,34
54200,2023-02-20 12,34
32973,2023-02-20 12,15
25572,2023-02-20 12,27
23265,2023-02-20 12,35
24256,2023-02-20 12,17
225502,2023-02-20 12,35
226892,2023-02-20 12,34
228198,2023-02-20 12,17
54464,2023-02-20 12,35
37600,2023-02-20 13,34
26788,2023-02-20 13,8
24256,2023-02-20 13,19
23265,2023-02-20 13,35
23269,2023-02-20 13,34
225584,2023-02-20 13,34
226885,2023-02-20 13,34
225502,2023-02-20 13,35
25421,2023-02-20 13,34
50388,2023-02-20 13,16
25513,2023-02-20 13,34
225493,2023-02-20 13,35
233740,2023-02-20 13,35
25572,2023-02-20 13,27
228432,2023-02-20 13,35
23915,2023-02-20 13,20
226281,2023-02-20 13,22
27056,2023-02-20 13,34
228198,2023-02-20 13,15
48386,2023-02-20 13,36
229451,2023-02-20 13,34
230233,2023-02-20 13,35
226346,2023-02-20 13,35
229470,2023-02-20 13,29
29112,2023-02-20 13,34
49890,2023-02-20 13,24
226911,2023-02-20 13,29
230913,2023-02-20 13,34
234128,2023-02-20 13,13
24441,2023-02-20 13,34
23241,2023-02-20 13,35
23301,2023-02-20 13,35
226880,2023-02-20 13,34
24093,2023-02-20 13,25
226894,2023-02-20 13,34
231135,2023-02-20 13,35
49807,2023-02-20 13,12
37247,2023-02-20 13,19
226891,2023-02-20 13,28
225404,2023-02-20 13,28
24051,2023-02-20 13,34
23592,2023-02-20 13,34
49982,2023-02-20 13,31
29835,2023-02-20 13,34
24208,2023-02-20 13,31
234027,2023-02-20 13,33
49929,2023-02-20 13,35
23709,2023-02-20 13,34
23330,2023-02-20 13,34
226919,2023-02-20 13,33
23517,2023-02-20 13,34
25652,2023-02-20 13,34
226892,2023-02-20 13,34
54100,2023-02-20 13,35
55859,2023-02-20 13,14
23906,2023-02-20 13,35
46671,2023-02-20 13,34
228391,2023-02-20 13,20
23288,2023-02-20 13,33
23307,2023-02-20 13,34
57322,2023-02-20 13,34
230297,2023-02-20 13,34
54112,2023-02-20 13,34
32973,2023-02-20 13,14
54464,2023-02-20 13,35
225500,2023-02-20 13,35
54200,2023-02-20 13,33
37247,2023-02-20 14,19
23592,2023-02-20 14,34
32973,2023-02-20 14,12
25652,2023-02-20 14,34
54112,2023-02-20 14,34
226894,2023-02-20 14,34
55859,2023-02-20 14,13
23906,2023-02-20 14,35
225502,2023-02-20 14,35
54100,2023-02-20 14,35
49982,2023-02-20 14,30
49890,2023-02-20 14,24
226892,2023-02-20 14,34
228432,2023-02-20 14,35
24208,2023-02-20 14,31
229470,2023-02-20 14,29
24051,2023-02-20 14,34
234128,2023-02-20 14,14
23915,2023-02-20 14,20
23517,2023-02-20 14,33
230233,2023-02-20 14,35
24441,2023-02-20 14,34
230297,2023-02-20 14,34
231135,2023-02-20 14,35
24093,2023-02-20 14,26
228391,2023-02-20 14,20
229451,2023-02-20 14,34
25513,2023-02-20 14,35
228198,2023-02-20 14,15
48386,2023-02-20 14,36
226281,2023-02-20 14,21
23269,2023-02-20 14,34
226346,2023-02-20 14,35
50388,2023-02-20 14,15
37600,2023-02-20 14,34
226911,2023-02-20 14,29
49807,2023-02-20 14,12
225493,2023-02-20 14,34
226891,2023-02-20 14,27
26788,2023-02-20 14,7
225500,2023-02-20 14,35
23307,2023-02-20 14,34
234027,2023-02-20 14,33
23265,2023-02-20 14,35
49929,2023-02-20 14,34
27056,2023-02-20 14,34
25572,2023-02-20 14,27
46671,2023-02-20 14,34
23330,2023-02-20 14,34
225584,2023-02-20 14,34
23709,2023-02-20 14,34
225404,2023-02-20 14,27
23241,2023-02-20 14,34
226919,2023-02-20 14,33
230913,2023-02-20 14,34
233740,2023-02-20 14,34
226880,2023-02-20 14,34
23288,2023-02-20 14,33
29112,2023-02-20 14,34
24256,2023-02-20 14,17
54464,2023-02-20 14,35
226885,2023-02-20 14,34
57322,2023-02-20 14,35
54200,2023-02-20 14,33
25421,2023-02-20 14,34
29835,2023-02-20 14,34
23301,2023-02-20 14,35
23301,2023-02-20 15,35
229470,2023-02-20 15,29
25513,2023-02-20 15,34
225502,2023-02-20 15,35
228391,2023-02-20 15,19
23269,2023-02-20 15,34
25652,2023-02-20 15,34
225500,2023-02-20 15,35
37600,2023-02-20 15,34
26788,2023-02-20 15,7
225493,2023-02-20 15,34
54200,2023-02-20 15,33
228198,2023-02-20 15,14
23265,2023-02-20 15,35
57322,2023-02-20 15,34
32973,2023-02-20 15,12
54464,2023-02-20 15,35
48386,2023-02-20 15,36
29835,2023-02-20 15,34
49807,2023-02-20 15,12
230297,2023-02-20 15,34
54112,2023-02-20 15,34
23709,2023-02-20 15,34
55859,2023-02-20 15,12
49929,2023-02-20 15,34
24441,2023-02-20 15,34
50388,2023-02-20 15,15
24093,2023-02-20 15,24
24051,2023-02-20 15,34
234128,2023-02-20 15,14
226281,2023-02-20 15,22
23330,2023-02-20 15,34
24208,2023-02-20 15,31
231135,2023-02-20 15,35
23307,2023-02-20 15,34
25572,2023-02-20 15,26
226911,2023-02-20 15,27
225404,2023-02-20 15,27
25421,2023-02-20 15,34
37247,2023-02-20 15,18
226891,2023-02-20 15,25
23241,2023-02-20 15,34
23906,2023-02-20 15,35
54100,2023-02-20 15,35
229451,2023-02-20 15,34
46671,2023-02-20 15,34
27056,2023-02-20 15,34
226892,2023-02-20 15,34
230913,2023-02-20 15,34
23288,2023-02-20 15,33
226919,2023-02-20 15,33
225584,2023-02-20 15,34
233740,2023-02-20 15,34
29112,2023-02-20 15,34
23915,2023-02-20 15,20
226894,2023-02-20 15,34
23592,2023-02-20 15,34
24256,2023-02-20 15,16
226880,2023-02-20 15,34
49890,2023-02-20 15,23
234027,2023-02-20 15,33
49982,2023-02-20 15,31
228432,2023-02-20 15,34
226346,2023-02-20 15,34
23517,2023-02-20 15,34
226885,2023-02-20 15,34
230233,2023-02-20 15,35
23269,2023-02-20 16,34
54200,2023-02-20 16,33
229451,2023-02-20 16,34
234128,2023-02-20 16,14
228391,2023-02-20 16,20
49929,2023-02-20 16,34
54112,2023-02-20 16,34
23288,2023-02-20 16,33
225493,2023-02-20 16,34
226911,2023-02-20 16,25
226892,2023-02-20 16,34
57322,2023-02-20 16,34
23915,2023-02-20 16,19
55859,2023-02-20 16,13
49982,2023-02-20 16,32
24208,2023-02-20 16,31
228198,2023-02-20 16,14
230913,2023-02-20 16,34
48386,2023-02-20 16,35
25652,2023-02-20 16,34
54464,2023-02-20 16,35
25421,2023-02-20 16,34
23301,2023-02-20 16,35
231135,2023-02-20 16,35
230297,2023-02-20 16,34
226880,2023-02-20 16,34
23709,2023-02-20 16,34
25572,2023-02-20 16,28
23517,2023-02-20 16,34
50388,2023-02-20 16,16
23307,2023-02-20 16,34
49890,2023-02-20 16,22
23906,2023-02-20 16,35
46671,2023-02-20 16,34
226919,2023-02-20 16,33
226891,2023-02-20 16,25
226885,2023-02-20 16,34
226281,2023-02-20 16,24
233740,2023-02-20 16,34
27056,2023-02-20 16,34
29112,2023-02-20 16,34
37247,2023-02-20 16,18
23241,2023-02-20 16,34
24093,2023-02-20 16,24
23592,2023-02-20 16,34
49807,2023-02-20 16,11
24051,2023-02-20 16,33
25513,2023-02-20 16,34
226894,2023-02-20 16,34
234027,2023-02-20 16,33
225404,2023-02-20 16,27
23330,2023-02-20 16,34
226346,2023-02-20 16,34
29835,2023-02-20 16,34
225584,2023-02-20 16,34
24441,2023-02-20 16,34
24256,2023-02-20 16,15
26788,2023-02-20 16,6
23265,2023-02-20 16,34
228432,2023-02-20 16,34
225500,2023-02-20 16,35
37600,2023-02-20 16,34
54100,2023-02-20 16,35
225502,2023-02-20 16,35
229470,2023-02-20 16,28
230233,2023-02-20 16,35
32973,2023-02-20 16,14
226892,2023-02-20 17,34
226919,2023-02-20 17,33
49890,2023-02-20 17,24
23517,2023-02-20 17,33
23269,2023-02-20 17,34
37600,2023-02-20 17,34
26788,2023-02-20 17,7
231135,2023-02-20 17,34
29112,2023-02-20 17,34
230297,2023-02-20 17,34
225493,2023-02-20 17,34
233740,2023-02-20 17,34
225502,2023-02-20 17,35
228432,2023-02-20 17,34
230233,2023-02-20 17,34
226880,2023-02-20 17,33
46671,2023-02-20 17,34
226281,2023-02-20 17,25
234128,2023-02-20 17,16
29835,2023-02-20 17,34
57322,2023-02-20 17,34
24051,2023-02-20 17,34
24441,2023-02-20 17,33
23915,2023-02-20 17,20
230913,2023-02-20 17,34
23906,2023-02-20 17,35
228198,2023-02-20 17,16
24208,2023-02-20 17,31
49982,2023-02-20 17,30
27056,2023-02-20 17,34
24093,2023-02-20 17,22
25572,2023-02-20 17,28
226911,2023-02-20 17,26
25513,2023-02-20 17,34
225404,2023-02-20 17,28
23288,2023-02-20 17,33
23592,2023-02-20 17,33
54112,2023-02-20 17,34
23330,2023-02-20 17,34
54464,2023-02-20 17,35
48386,2023-02-20 17,35
226891,2023-02-20 17,25
49807,2023-02-20 17,15
23241,2023-02-20 17,34
23307,2023-02-20 17,34
234027,2023-02-20 17,33
226346,2023-02-20 17,35
23301,2023-02-20 17,35
25421,2023-02-20 17,34
55859,2023-02-20 17,14
32973,2023-02-20 17,17
226894,2023-02-20 17,34
50388,2023-02-20 17,17
23265,2023-02-20 17,34
23709,2023-02-20 17,34
229451,2023-02-20 17,34
226885,2023-02-20 17,34
25652,2023-02-20 17,34
54100,2023-02-20 17,35
37247,2023-02-20 17,19
225584,2023-02-20 17,34
24256,2023-02-20 17,18
49929,2023-02-20 17,34
54200,2023-02-20 17,33
225500,2023-02-20 17,35
229470,2023-02-20 17,29
228391,2023-02-20 17,21
225404,2023-02-20 18,29
226885,2023-02-20 18,34
23269,2023-02-20 18,34
23592,2023-02-20 18,32
23301,2023-02-20 18,34
228391,2023-02-20 18,21
54200,2023-02-20 18,34
230913,2023-02-20 18,34
229470,2023-02-20 18,30
23330,2023-02-20 18,34
228198,2023-02-20 18,17
225493,2023-02-20 18,34
54100,2023-02-20 18,34
50388,2023-02-20 18,18
27056,2023-02-20 18,34
24208,2023-02-20 18,32
23517,2023-02-20 18,32
225502,2023-02-20 18,35
226892,2023-02-20 18,34
57322,2023-02-20 18,34
228432,2023-02-20 18,35
29112,2023-02-20 18,34
25652,2023-02-20 18,34
226919,2023-02-20 18,34
230233,2023-02-20 18,34
54112,2023-02-20 18,34
24441,2023-02-20 18,34
230297,2023-02-20 18,34
24051,2023-02-20 18,34
37247,2023-02-20 18,20
23288,2023-02-20 18,33
55859,2023-02-20 18,14
49890,2023-02-20 18,25
54464,2023-02-20 18,34
32973,2023-02-20 18,22
23307,2023-02-20 18,34
226281,2023-02-20 18,27
233740,2023-02-20 18,34
25513,2023-02-20 18,34
24093,2023-02-20 18,27
49982,2023-02-20 18,29
23241,2023-02-20 18,35
226911,2023-02-20 18,28
226880,2023-02-20 18,34
23709,2023-02-20 18,34
231135,2023-02-20 18,34
229451,2023-02-20 18,34
234027,2023-02-20 18,33
25421,2023-02-20 18,34
24256,2023-02-20 18,21
226346,2023-02-20 18,35
23906,2023-02-20 18,35
46671,2023-02-20 18,34
48386,2023-02-20 18,36
226894,2023-02-20 18,34
25572,2023-02-20 18,27
225584,2023-02-20 18,34
29835,2023-02-20 18,34
226891,2023-02-20 18,28
234128,2023-02-20 18,20
49929,2023-02-20 18,34
23265,2023-02-20 18,34
23915,2023-02-20 18,23
49807,2023-02-20 18,17
37600,2023-02-20 18,34
26788,2023-02-20 18,10
225500,2023-02-20 18,35
226894,2023-02-20 19,34
23307,2023-02-20 19,34
24093,2023-02-20 19,27
49982,2023-02-20 19,31
234027,2023-02-20 19,34
226346,2023-02-20 19,35
226891,2023-02-20 19,30
49807,2023-02-20 19,19
29112,2023-02-20 19,34
25421,2023-02-20 19,34
23906,2023-02-20 19,35
23301,2023-02-20 19,34
234128,2023-02-20 19,22
57322,2023-02-20 19,34
25513,2023-02-20 19,34
233740,2023-02-20 19,34
37600,2023-02-20 19,34
26788,2023-02-20 19,11
48386,2023-02-20 19,36
54200,2023-02-20 19,34
23269,2023-02-20 19,34
225500,2023-02-20 19,34
24208,2023-02-20 19,33
229451,2023-02-20 19,34
229470,2023-02-20 19,31
23288,2023-02-20 19,33
55859,2023-02-20 19,16
225493,2023-02-20 19,34
32973,2023-02-20 19,26
46671,2023-02-20 19,34
23265,2023-02-20 19,34
228391,2023-02-20 19,22
25572,2023-02-20 19,27
49929,2023-02-20 19,34
231135,2023-02-20 19,34
226919,2023-02-20 19,34
23915,2023-02-20 19,25
228432,2023-02-20 19,35
225502,2023-02-20 19,35
49890,2023-02-20 19,26
37247,2023-02-20 19,20
226880,2023-02-20 19,34
230913,2023-02-20 19,34
226281,2023-02-20 19,30
54464,2023-02-20 19,34
54112,2023-02-20 19,34
24441,2023-02-20 19,34
228198,2023-02-20 19,20
23592,2023-02-20 19,31
226885,2023-02-20 19,34
23330,2023-02-20 19,35
23709,2023-02-20 19,34
24051,2023-02-20 19,34
225404,2023-02-20 19,30
23241,2023-02-20 19,35
226911,2023-02-20 19,30
24256,2023-02-20 19,21
226892,2023-02-20 19,34
54100,2023-02-20 19,34
29835,2023-02-20 19,34
27056,2023-02-20 19,34
230233,2023-02-20 19,34
225584,2023-02-20 19,34
25652,2023-02-20 19,34
23517,2023-02-20 19,33
230297,2023-02-20 19,34
50388,2023-02-20 19,20
226911,2023-02-20 20,31
25652,2023-02-20 20,34
23265,2023-02-20 20,34
23906,2023-02-20 20,35
23517,2023-02-20 20,33
230913,2023-02-20 20,34
226919,2023-02-20 20,34
57322,2023-02-20 20,34
234128,2023-02-20 20,22
49890,2023-02-20 20,28
23301,2023-02-20 20,34
49982,2023-02-20 20,32
228198,2023-02-20 20,21
49929,2023-02-20 20,34
226894,2023-02-20 20,34
233740,2023-02-20 20,34
23241,2023-02-20 20,35
226891,2023-02-20 20,30
226346,2023-02-20 20,34
229451,2023-02-20 20,34
234027,2023-02-20 20,34
23307,2023-02-20 20,34
226880,2023-02-20 20,34
24093,2023-02-20 20,29
37600,2023-02-20 20,34
29112,2023-02-20 20,35
231135,2023-02-20 20,35
29835,2023-02-20 20,34
50388,2023-02-20 20,22
48386,2023-02-20 20,36
23709,2023-02-20 20,34
225584,2023-02-20 20,34
26788,2023-02-20 20,12
225500,2023-02-20 20,34
54112,2023-02-20 20,34
23269,2023-02-20 20,34
225404,2023-02-20 20,32
49807,2023-02-20 20,20
23288,2023-02-20 20,33
32973,2023-02-20 20,27
54200,2023-02-20 20,34
37247,2023-02-20 20,22
230297,2023-02-20 20,34
55859,2023-02-20 20,18
46671,2023-02-20 20,34
54464,2023-02-20 20,35
229470,2023-02-20 20,32
27056,2023-02-20 20,34
24208,2023-02-20 20,33
230233,2023-02-20 20,34
225502,2023-02-20 20,35
228432,2023-02-20 20,35
25421,2023-02-20 20,34
24256,2023-02-20 20,22
23330,2023-02-20 20,34
226892,2023-02-20 20,34
23592,2023-02-20 20,32
54100,2023-02-20 20,35
25572,2023-02-20 20,29
226885,2023-02-20 20,34
23915,2023-02-20 20,27
225493,2023-02-20 20,34
226281,2023-02-20 20,32
228391,2023-02-20 20,25
25513,2023-02-20 20,35
24441,2023-02-20 20,33
24051,2023-02-20 20,34
24051,2023-02-20 21,34
24441,2023-02-20 21,34
23241,2023-02-20 21,35
37600,2023-02-20 21,34
24256,2023-02-20 21,24
226919,2023-02-20 21,34
49982,2023-02-20 21,32
234027,2023-02-20 21,34
23307,2023-02-20 21,34
226880,2023-02-20 21,34
225584,2023-02-20 21,34
25652,2023-02-20 21,34
48386,2023-02-20 21,36
25421,2023-02-20 21,35
29112,2023-02-20 21,34
49807,2023-02-20 21,23
50388,2023-02-20 21,24
27056,2023-02-20 21,34
49890,2023-02-20 21,28
230233,2023-02-20 21,34
229470,2023-02-20 21,33
29835,2023-02-20 21,34
225500,2023-02-20 21,35
228432,2023-02-20 21,35
225502,2023-02-20 21,35
23915,2023-02-20 21,27
226281,2023-02-20 21,33
226894,2023-02-20 21,34
225404,2023-02-20 21,33
23265,2023-02-20 21,35
23592,2023-02-20 21,32
228198,2023-02-20 21,23
233740,2023-02-20 21,34
49929,2023-02-20 21,34
46671,2023-02-20 21,34
226891,2023-02-20 21,31
230913,2023-02-20 21,35
37247,2023-02-20 21,24
23330,2023-02-20 21,34
23517,2023-02-20 21,33
229451,2023-02-20 21,34
54100,2023-02-20 21,35
25513,2023-02-20 21,35
57322,2023-02-20 21,34
24093,2023-02-20 21,30
231135,2023-02-20 21,35
226346,2023-02-20 21,35
23301,2023-02-20 21,34
54112,2023-02-20 21,34
226892,2023-02-20 21,35
230297,2023-02-20 21,34
32973,2023-02-20 21,28
23288,2023-02-20 21,34
226885,2023-02-20 21,34
25572,2023-02-20 21,31
24208,2023-02-20 21,34
54200,2023-02-20 21,34
26788,2023-02-20 21,13
23269,2023-02-20 21,34
225493,2023-02-20 21,34
23906,2023-02-20 21,34
55859,2023-02-20 21,21
23709,2023-02-20 21,34
234128,2023-02-20 21,23
228391,2023-02-20 21,25
226911,2023-02-20 21,33
54464,2023-02-20 21,34
23330,2023-02-20 22,34
23288,2023-02-20 22,34
226885,2023-02-20 22,34
23517,2023-02-20 22,34
23269,2023-02-20 22,35
24256,2023-02-20 22,23
54112,2023-02-20 22,34
226919,2023-02-20 22,34
25572,2023-02-20 22,31
226880,2023-02-20 22,34
29112,2023-02-20 22,34
23265,2023-02-20 22,35
228391,2023-02-20 22,26
225500,2023-02-20 22,34
54464,2023-02-20 22,35
29835,2023-02-20 22,34
55859,2023-02-20 22,22
25652,2023-02-20 22,35
37600,2023-02-20 22,34
49807,2023-02-20 22,23
54200,2023-02-20 22,34
230233,2023-02-20 22,34
37247,2023-02-20 22,26
26788,2023-02-20 22,13
226346,2023-02-20 22,34
225404,2023-02-20 22,34
23241,2023-02-20 22,35
234128,2023-02-20 22,23
234027,2023-02-20 22,34
23301,2023-02-20 22,34
228432,2023-02-20 22,35
49929,2023-02-20 22,35
229451,2023-02-20 22,34
24093,2023-02-20 22,32
50388,2023-02-20 22,26
23307,2023-02-20 22,35
230913,2023-02-20 22,35
27056,2023-02-20 22,34
228198,2023-02-20 22,25
23915,2023-02-20 22,28
46671,2023-02-20 22,34
25513,2023-02-20 22,35
225493,2023-02-20 22,34
25421,2023-02-20 22,35
226281,2023-02-20 22,34
226911,2023-02-20 22,34
226891,2023-02-20 22,33
49982,2023-02-20 22,33
229470,2023-02-20 22,33
225502,2023-02-20 22,35
225584,2023-02-20 22,35
23709,2023-02-20 22,34
23906,2023-02-20 22,34
23592,2023-02-20 22,32
54100,2023-02-20 22,35
233740,2023-02-20 22,34
57322,2023-02-20 22,34
231135,2023-02-20 22,35
24208,2023-02-20 22,34
32973,2023-02-20 22,29
230297,2023-02-20 22,35
226892,2023-02-20 22,35
226894,2023-02-20 22,34
49890,2023-02-20 22,29
48386,2023-02-20 22,36
24441,2023-02-20 22,34
24051,2023-02-20 22,34
234027,2023-02-20 23,34
229451,2023-02-20 23,34
226891,2023-02-20 23,33
226894,2023-02-20 23,35
26788,2023-02-20 23,14
23265,2023-02-20 23,35
24256,2023-02-20 23,25
24093,2023-02-20 23,33
29112,2023-02-20 23,34
226885,2023-02-20 23,34
49890,2023-02-20 23,30
226919,2023-02-20 23,34
225500,2023-02-20 23,35
37600,2023-02-20 23,34
228391,2023-02-20 23,28
225584,2023-02-20 23,35
54200,2023-02-20 23,34
46671,2023-02-20 23,34
226911,2023-02-20 23,34
23301,2023-02-20 23,34
228198,2023-02-20 23,26
229470,2023-02-20 23,34
23330,2023-02-20 23,34
49929,2023-02-20 23,35
226281,2023-02-20 23,34
225493,2023-02-20 23,35
228432,2023-02-20 23,35
29835,2023-02-20 23,34
32973,2023-02-20 23,29
23307,2023-02-20 23,35
230233,2023-02-20 23,34
55859,2023-02-20 23,23
225502,2023-02-20 23,35
23288,2023-02-20 23,34
49982,2023-02-20 23,34
50388,2023-02-20 23,27
230297,2023-02-20 23,34
24208,2023-02-20 23,34
54100,2023-02-20 23,35
54464,2023-02-20 23,35
234128,2023-02-20 23,26
49807,2023-02-20 23,25
54112,2023-02-20 23,34
25513,2023-02-20 23,35
225404,2023-02-20 23,34
226880,2023-02-20 23,34
23241,2023-02-20 23,35
24441,2023-02-20 23,34
233740,2023-02-20 23,34
27056,2023-02-20 23,34
48386,2023-02-20 23,36
23709,2023-02-20 23,34
25421,2023-02-20 23,35
23517,2023-02-20 23,34
37247,2023-02-20 23,28
25572,2023-02-20 23,32
230913,2023-02-20 23,35
23915,2023-02-20 23,30
25652,2023-02-20 23,34
24051,2023-02-20 23,34
23906,2023-02-20 23,34
226892,2023-02-20 23,35
226346,2023-02-20 23,35
57322,2023-02-20 23,34
23592,2023-02-20 23,33
231135,2023-02-20 23,35
23269,2023-02-20 23,35
24256,2023-02-21 00,27
49807,2023-02-21 00,26
54100,2023-02-21 00,35
23906,2023-02-21 00,34
225493,2023-02-21 00,34
230233,2023-02-21 00,34
226911,2023-02-21 00,34
25652,2023-02-21 00,34
228432,2023-02-21 00,34
23915,2023-02-21 00,30
226891,2023-02-21 00,33
49982,2023-02-21 00,34
23307,2023-02-21 00,35
24208,2023-02-21 00,34
234128,2023-02-21 00,26
23301,2023-02-21 00,35
25421,2023-02-21 00,35
228198,2023-02-21 00,27
234027,2023-02-21 00,34
228391,2023-02-21 00,29
230297,2023-02-21 00,35
226885,2023-02-21 00,34
230913,2023-02-21 00,35
54112,2023-02-21 00,34
46671,2023-02-21 00,34
24093,2023-02-21 00,33
32973,2023-02-21 00,30
225584,2023-02-21 00,35
25572,2023-02-21 00,32
26788,2023-02-21 00,15
23241,2023-02-21 00,35
55859,2023-02-21 00,25
229451,2023-02-21 00,34
37600,2023-02-21 00,34
23288,2023-02-21 00,34
225500,2023-02-21 00,35
24441,2023-02-21 00,34
54464,2023-02-21 00,35
25513,2023-02-21 00,35
54200,2023-02-21 00,34
23269,2023-02-21 00,35
23265,2023-02-21 00,35
226919,2023-02-21 00,34
29112,2023-02-21 00,34
37247,2023-02-21 00,30
233740,2023-02-21 00,34
23709,2023-02-21 00,34
226894,2023-02-21 00,35
27056,2023-02-21 00,34
49890,2023-02-21 00,31
226880,2023-02-21 00,34
24051,2023-02-21 00,34
50388,2023-02-21 00,29
23592,2023-02-21 00,34
226892,2023-02-21 00,35
226281,2023-02-21 00,34
29835,2023-02-21 00,34
23330,2023-02-21 00,34
231135,2023-02-21 00,35
229470,2023-02-21 00,34
225404,2023-02-21 00,34
49929,2023-02-21 00,34
225502,2023-02-21 00,35
57322,2023-02-21 00,34
226346,2023-02-21 00,34
48386,2023-02-21 00,36
23517,2023-02-21 00,34
23517,2023-02-21 01,34
54464,2023-02-21 01,35
32973,2023-02-21 01,30
55859,2023-02-21 01,26
54100,2023-02-21 01,35
226894,2023-02-21 01,34
49929,2023-02-21 01,34
23301,2023-02-21 01,35
226885,2023-02-21 01,34
23915,2023-02-21 01,30
49890,2023-02-21 01,32
24441,2023-02-21 01,34
24208,2023-02-21 01,34
46671,2023-02-21 01,34
29835,2023-02-21 01,34
225404,2023-02-21 01,34
37247,2023-02-21 01,30
23288,2023-02-21 01,34
233740,2023-02-21 01,35
234128,2023-02-21 01,27
50388,2023-02-21 01,31
